Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
0,1.7838994,0.00019999995,-0.013849385,1.0068070729006857,1.0068070701485516,70.51006711409396
0,1.779476,0.00019999995,0.08602414,0.9086789424154932,0.9086789412705059,67.88741721854305
0,1.7912211,0.00019999995,-0.2101532,6.499392344092989,6.499392393342636,89.86127167630057
0,1.7914182,0.00019999995,-0.22566336,0.9899243000552552,0.9899243073837608,70.90963855421687
0,1.7914181,0.00019999995,-0.22670777,1.1408944544579946,1.1408944543130606,71.52121212121212
0,1.7914171,0.00019999995,-0.20777011,1.1956527357787088,1.19565275489331,71.3529411764706
0,1.7914245,0.00019999995,-0.22098228,1.1875655855505893,1.1875655856317757,80.6923076923077
0,1.7914033,0.00019999995,-0.22013511,1.1139996897169873,1.1139996986747747,72.92405063291139
0,1.7914189,0.00019999995,-0.2308063,1.2204571437576544,1.2204571520122163,73.09937888198758
0,1.7914121,0.00019999995,-0.21501696,1.2331316477538627,1.233131652241631,73.80864197530865
0,1.7914159,0.00019999995,-0.22976682,1.1281893849832776,1.1281893846820938,71.35802469135803
0,1.7914165,0.00019999995,-0.22057363,1.0264480474870652,1.02644804004611,69.3625
0,1.7914177,0.00019999995,-0.21100296,1.0211252327926454,1.021125245617658,72.03448275862068
0,1.7914182,0.00019999995,-0.22859639,1.1947510321031918,1.1947510328567463,71.32121212121213
0,1.7914243,0.00019999995,-0.2324856,0.9763051091168804,0.9763051000487135,67.16091954022988
0,1.7914146,0.00019999995,-0.22677903,1.0646254585647001,1.0646254850646046,72.21341463414635
0,1.791414,0.00019999995,-0.23314923,0.9380280951004543,0.9380281019270685,69.7065868263473
0,1.7914395,0.00019999995,-0.2274033,0.9851548813843314,0.9851548678764003,67.97687861271676
0,1.7914249,0.00019999995,-0.23421171,1.2570569882098632,1.2570569669569243,75.19620253164557
0,1.7914199,0.00019999995,-0.22574486,0.9129843206943146,0.9129843218890573,69.05357142857143
0,1.7914263,0.00019999995,-0.23802622,1.114387382419757,1.1143873773373714,71.93827160493827
0,1.7914417,0.00019999995,-0.2322489,0.9911688322701105,0.9911688340122019,69.36585365853658
0,1.7914274,0.00019999995,-0.23666023,1.0627080373932345,1.0627080415556933,70.5
